participantId,userSort1,userSort2,userSort3,userSort4,userSort5,userSort6,userSort1Drags,userSort2Drags,userSort3Drags,userSort4Drags,userSort5Drags,userSort6Drags,userSort1Time,userSort2Time,userSort3Time,userSort4Time,userSort5Time,userSort6Time,background,sort_score
3160,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","2,1,3,4,8,9,14,7,11,13,15,10,12,5,6","1,2,4,5,6,3,7,9,8,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,4,3,5,6,7,8,9,11,10,12,13,14,15","1,2,4,3,5,6,7,8,9,11,10,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.673032
3161,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,1
3163,"1,3,2,5,4,7,6,9,8,10,11,12,13,14,15","2,1,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,4,3,5,6,7,8,9,10,11,12,13,14,15","1,2,3,5,4,6,7,8,11,13,14,12,10,15,9","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.863237
3165,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,,0,0,0,0,0,0,0,0,0,0,0,0,white,0
3166,"1,2,3,4,5,6,7,8,9,10,12,11,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,15,14","2,3,1,4,7,5,6,9,10,8,11,12,13,15,14","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.927288
3168,"1,2,3,4,5,9,6,8,7,14,12,10,11,13,15","1,3,4,2,6,5,7,9,12,8,10,11,13,14,15","3,5,1,6,4,2,10,11,7,9,8,14,15,12,13",,,,0,0,0,0,0,0,0,0,0,0,0,0,white,0
3169,"1,3,2,5,4,6,8,7,9,10,11,12,14,13,15","1,2,3,4,5,6,7,8,10,9,11,12,14,13,15","3,2,1,4,5,6,7,8,9,11,10,13,12,15,14","1,2,4,5,3,6,7,8,9,11,10,15,13,12,14","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.895815
3170,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,15,14","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.982261
3172,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,14,12,15,13","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.944328
3175,"1,2,3,4,5,6,7,8,9,11,10,12,13,14,15","1,5,3,2,4,6,7,8,10,9,11,15,14,13,12","3,1,2,4,6,5,7,11,10,9,8,12,14,13,15",,,,0,0,0,0,0,0,0,0,0,0,0,0,white,0
3178,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,15,14","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.982261
3180,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,14,15,13","1,2,3,4,5,6,7,8,9,10,11,12,15,14,13","1,2,3,4,5,6,7,8,9,10,11,13,12,14,15","1,2,3,4,5,6,7,8,9,10,11,13,12,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.944328
3182,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,9,8,10,11,13,12,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.961975
3183,"12,3,9,15,4,13,5,6,7,1,8,14,11,2,10","3,7,9,11,4,1,14,6,15,10,8,2,13,5,12","1,14,9,6,10,8,2,15,4,3,11,13,12,5,7",,,,0,0,0,0,0,0,0,0,0,0,0,0,white,0
3189,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,10,9,11,12,14,13,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.974029
3191,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,13,12,14,15","1,2,3,4,6,5,7,8,9,10,12,11,14,13,15","1,2,4,3,5,6,14,15,9,10,7,8,11,12,13","1,2,3,4,5,6,7,8,9,10,11,12,13,15,14","1,2,3,4,5,6,7,8,9,10,11,12,13,15,14",0,0,0,0,0,0,0,0,0,0,0,0,white,0.805199
3194,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,1
3199,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,,0,0,0,0,0,0,0,0,0,0,0,0,white,0
3203,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,,0,0,0,0,0,0,0,0,0,0,0,0,white,0
3204,"1,3,2,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,12,11,13,14,15",,,,0,0,0,0,0,0,0,0,0,0,0,0,white,0
3205,"1,2,3,4,5,6,7,9,8,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,3,2,4,5,6,7,8,9,10,11,12,13,14,15","1,3,2,5,4,6,7,8,9,10,11,12,14,13,15","1,2,3,4,5,6,7,8,9,11,10,12,14,15,13","1,2,3,4,5,6,7,8,9,11,10,12,14,15,13",0,0,0,0,0,0,0,0,0,0,0,0,white,0.915727
3207,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,1
3215,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.940602
3218,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,13,12,14,15","2,1,3,4,5,6,7,8,9,10,11,12,14,13,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.967539
3226,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,1
3228,"1,2,3,4,5,6,7,8,9,10,11,12,14,13,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","2,1,3,4,6,5,7,8,9,11,10,12,14,13,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.94827
3229,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,3,2,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,13,12,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.967539
3232,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,,0,0,0,0,0,0,0,0,0,0,0,0,white,0
3241,"1,3,4,2,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,3,2,4,5,6,7,8,9,10,11,12,13,14,15",,,,0,0,0,0,0,0,0,0,0,0,0,0,white,0
3244,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,1
3255,"1,3,2,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.961975
3256,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.982261
3273,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","2,1,3,4,5,6,7,8,9,10,11,12,15,13,14","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.95701
3276,"1,2,3,4,5,6,8,7,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,7,6,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.967539
3279,"1,2,3,4,5,6,7,8,10,9,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,12,11,13,14,15","1,2,3,4,5,6,7,8,9,10,12,11,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,14,13,15","1,2,3,4,5,6,7,8,9,10,11,12,14,13,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.95701
3283,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,10,9,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.974029
3285,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,4,3,5,6,7,8,9,10,11,12,13,15,14","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.974029
3286,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,15,14",,,,0,0,0,0,0,0,0,0,0,0,0,0,white,0
3292,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,15,14","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.982261
3293,"1,2,3,4,5,6,7,8,9,10,11,14,12,13,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,14,13,15","3,1,8,5,11,7,9,2,4,10,6,12,13,15,14","3,1,8,5,11,7,9,2,4,10,6,12,13,15,14",0,0,0,0,0,0,0,0,0,0,0,0,white,0.797095
3295,"2,1,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,13,12,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.95701
3301,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,14,13,15","1,2,3,5,4,6,7,8,9,11,10,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.961975
3302,"1,2,3,4,5,6,8,7,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,,0,0,0,0,0,0,0,0,0,0,0,0,white,0
3303,"1,2,3,4,6,5,7,8,9,11,10,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,14,13,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.967539
3306,"2,1,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,15,14","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","2,1,3,4,5,6,7,8,9,10,11,12,13,14,15","2,1,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.95701
3309,"1,2,3,4,5,7,6,8,10,9,13,11,12,15,14","5,11,7,8,14,13,2,9,15,1,6,3,4,10,12","5,3,1,2,4,6,7,8,9,10,11,12,13,15,14","1,2,3,4,5,6,7,8,9,10,12,15,11,13,14","1,4,2,3,5,6,7,9,8,10,11,12,13,14,15","1,4,2,3,5,6,7,9,8,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.387573
3310,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,1
3311,"1,2,3,4,6,5,7,8,9,10,11,12,13,14,15","1,3,2,4,5,6,7,8,10,9,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,15,14","1,2,3,5,4,6,7,8,10,9,12,11,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.944328
3312,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,14,13,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.982261
3316,"1,5,8,3,7,4,2,6,10,9,12,11,14,13,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,4,3,5,6,9,8,7,10,11,13,15,14,12","1,2,3,6,5,4,7,9,8,14,12,11,10,15,13","1,3,2,4,5,6,7,8,9,10,11,12,13,15,14","1,3,2,4,5,6,7,8,9,10,11,12,13,15,14",0,0,0,0,0,0,0,0,0,0,0,0,white,0.80383
3317,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,1
3321,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,1
3324,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,12,11,13,14,15","1,2,3,4,5,6,7,8,9,11,10,12,13,15,14","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.95701
3328,"1,2,3,4,6,5,7,8,10,9,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","2,1,3,4,5,6,7,8,9,10,11,12,13,14,15",,,,0,0,0,0,0,0,0,0,0,0,0,0,white,0
3338,"1,3,4,2,7,5,6,8,9,12,15,11,10,13,14","2,6,8,10,7,4,5,3,1,9,12,13,15,14,11","3,2,4,1,9,7,8,6,5,13,10,11,12,14,15","1,2,3,4,5,6,7,10,8,9,11,13,12,15,14","1,2,3,4,6,5,8,9,7,10,13,12,11,14,15","1,2,3,4,6,5,8,9,7,10,13,12,11,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0
3345,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,1
3346,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,3,2,4,5,6,7,8,9,10,12,11,13,15,14","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.961975
3349,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,15,14","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",0,0,0,0,0,0,0,0,0,0,0,0,white,0.974029
3350,"1,2,3,5,4,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,3,2,4,5,6,7,8,9,10,11,12,13,14,15",,,,0,0,0,0,0,0,0,0,0,0,0,0,white,0
3353,"1,2,3,4,5,6,7,8,9,10,11,12,14,13,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,,,0,0,0,0,0,0,0,0,0,0,0,0,white,0
