participantId,langAbv,lang,trialNum,termNum,colorNum,name,displayName,match,colorSpace,r,g,b,rgbSet,studyVersion,instructionsLocale,browserLocale,background
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),1,3,5,tim,,no,p3,0,1,0.412679,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),1,3,6,tim,,yes,p3,0.492769,0,1,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),1,3,7,tim,,yes,p3,0.271173,0,1,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,0,0,đo,,somewhat,p3,1,0,0.407487,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,0,1,đo,,no,p3,1,0.50293,0,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,0,2,đo,,no,p3,0,0.926002,1,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,0,3,đo,,yes,p3,1,0,0.284148,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,0,4,đo,,somewhat,p3,1,0,0.498549,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,0,5,đo,,no,p3,0,0.732162,1,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,0,6,đo,,no,p3,0.085444,0,1,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,0,7,đo,,no,p3,0.708469,1,0,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,1,0,xanhduong,,no,p3,1,0,0.407487,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,1,1,xanhduong,,no,p3,1,0.50293,0,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,1,2,xanhduong,,no,p3,0,0.926002,1,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,1,3,xanhduong,,no,p3,1,0,0.284148,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,1,4,xanhduong,,no,p3,1,0,0.498549,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,1,5,xanhduong,,no,p3,0,0.732162,1,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,1,6,xanhduong,,yes,p3,0.085444,0,1,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,1,7,xanhduong,,no,p3,0.708469,1,0,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,2,0,xanhlacay,,no,p3,1,0,0.407487,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,2,1,xanhlacay,,no,p3,1,0.50293,0,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,2,2,xanhlacay,,no,p3,0,0.926002,1,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,2,3,xanhlacay,,no,p3,1,0,0.284148,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,2,4,xanhlacay,,no,p3,1,0,0.498549,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,2,5,xanhlacay,,no,p3,0,0.732162,1,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,2,6,xanhlacay,,no,p3,0.085444,0,1,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,2,7,xanhlacay,,yes,p3,0.708469,1,0,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,3,0,xanhdatroi,,no,p3,1,0,0.407487,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,3,1,xanhdatroi,,no,p3,1,0.50293,0,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,3,2,xanhdatroi,,no,p3,0,0.926002,1,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,3,3,xanhdatroi,,no,p3,1,0,0.284148,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,3,4,xanhdatroi,,no,p3,1,0,0.498549,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,3,5,xanhdatroi,,yes,p3,0,0.732162,1,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,3,6,xanhdatroi,,no,p3,0.085444,0,1,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,3,7,xanhdatroi,,no,p3,0.708469,1,0,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,0,0,xanhnonchuoi,,no,p3,0.972351,1,0,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,0,1,xanhnonchuoi,,no,p3,0,1,0.9268,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,0,2,xanhnonchuoi,,no,p3,0,1,0.976994,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,0,3,xanhnonchuoi,,no,p3,1,0.359299,0,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,0,4,xanhnonchuoi,,no,p3,1,0.819608,0,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,0,5,xanhnonchuoi,,no,p3,1,0.720705,0,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,0,6,xanhnonchuoi,,no,p3,0.769305,0,1,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,0,7,xanhnonchuoi,,no,p3,0,0.420116,1,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,1,0,dacam,,no,p3,0.972351,1,0,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,1,1,dacam,,no,p3,0,1,0.9268,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,1,2,dacam,,no,p3,0,1,0.976994,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,1,3,dacam,,yes,p3,1,0.359299,0,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,1,4,dacam,,no,p3,1,0.819608,0,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,1,5,dacam,,no,p3,1,0.720705,0,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,1,6,dacam,,no,p3,0.769305,0,1,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,1,7,dacam,,no,p3,0,0.420116,1,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,2,0,xanh,,no,p3,0.972351,1,0,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,2,1,xanh,,somewhat,p3,0,1,0.9268,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,2,2,xanh,,somewhat,p3,0,1,0.976994,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,2,3,xanh,,no,p3,1,0.359299,0,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,2,4,xanh,,no,p3,1,0.819608,0,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,2,5,xanh,,no,p3,1,0.720705,0,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,2,6,xanh,,no,p3,0.769305,0,1,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,2,7,xanh,,yes,p3,0,0.420116,1,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,3,0,vang,,yes,p3,0.972351,1,0,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,3,1,vang,,no,p3,0,1,0.9268,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,3,2,vang,,no,p3,0,1,0.976994,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,3,3,vang,,no,p3,1,0.359299,0,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,3,4,vang,,somewhat,p3,1,0.819608,0,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,3,5,vang,,somewhat,p3,1,0.720705,0,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,3,6,vang,,no,p3,0.769305,0,1,line,2,en,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,3,7,vang,,no,p3,0,0.420116,1,line,2,en,en,black
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,0,0,lightbluegreen,light blue green,no,rgb,124,161,209,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,0,1,lightbluegreen,light blue green,no,rgb,124,23,119,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,0,2,lightbluegreen,light blue green,no,rgb,163,148,164,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,0,3,lightbluegreen,light blue green,no,rgb,87,50,223,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,0,4,lightbluegreen,light blue green,no,rgb,138,120,101,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,0,5,lightbluegreen,light blue green,no,rgb,172,94,36,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,0,6,lightbluegreen,light blue green,no,rgb,45,51,126,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,0,7,lightbluegreen,light blue green,no,rgb,97,51,202,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,1,0,pink,pink,no,rgb,124,161,209,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,1,1,pink,pink,no,rgb,124,23,119,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,1,2,pink,pink,no,rgb,163,148,164,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,1,3,pink,pink,no,rgb,87,50,223,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,1,4,pink,pink,no,rgb,138,120,101,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,1,5,pink,pink,no,rgb,172,94,36,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,1,6,pink,pink,no,rgb,45,51,126,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,1,7,pink,pink,no,rgb,97,51,202,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,2,0,lavender,lavender,no,rgb,124,161,209,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,2,1,lavender,lavender,no,rgb,124,23,119,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,2,2,lavender,lavender,somewhat,rgb,163,148,164,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,2,3,lavender,lavender,no,rgb,87,50,223,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,2,4,lavender,lavender,no,rgb,138,120,101,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,2,5,lavender,lavender,no,rgb,172,94,36,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,2,6,lavender,lavender,no,rgb,45,51,126,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,2,7,lavender,lavender,no,rgb,97,51,202,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,3,0,brown,brown,no,rgb,124,161,209,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,3,1,brown,brown,no,rgb,124,23,119,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,3,2,brown,brown,no,rgb,163,148,164,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,3,3,brown,brown,no,rgb,87,50,223,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,3,4,brown,brown,yes,rgb,138,120,101,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,3,5,brown,brown,no,rgb,172,94,36,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,3,6,brown,brown,no,rgb,45,51,126,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),1,3,7,brown,brown,no,rgb,97,51,202,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,0,0,lightblue,light blue,no,rgb,236,205,69,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,0,1,lightblue,light blue,no,rgb,159,96,247,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,0,2,lightblue,light blue,no,rgb,226,175,195,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,0,3,lightblue,light blue,no,rgb,209,8,112,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,0,4,lightblue,light blue,no,rgb,191,148,248,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,0,5,lightblue,light blue,no,rgb,52,45,121,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,0,6,lightblue,light blue,no,rgb,118,219,102,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,0,7,lightblue,light blue,no,rgb,43,3,71,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,1,0,orange,orange,no,rgb,236,205,69,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,1,1,orange,orange,no,rgb,159,96,247,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,1,2,orange,orange,no,rgb,226,175,195,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,1,3,orange,orange,no,rgb,209,8,112,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,1,4,orange,orange,no,rgb,191,148,248,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,1,5,orange,orange,no,rgb,52,45,121,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,1,6,orange,orange,no,rgb,118,219,102,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,1,7,orange,orange,no,rgb,43,3,71,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,2,0,pastelblue,pastel blue,no,rgb,236,205,69,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,2,1,pastelblue,pastel blue,no,rgb,159,96,247,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,2,2,pastelblue,pastel blue,no,rgb,226,175,195,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,2,3,pastelblue,pastel blue,no,rgb,209,8,112,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,2,4,pastelblue,pastel blue,no,rgb,191,148,248,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,2,5,pastelblue,pastel blue,no,rgb,52,45,121,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,2,6,pastelblue,pastel blue,no,rgb,118,219,102,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,2,7,pastelblue,pastel blue,no,rgb,43,3,71,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,3,0,pinkishpurple,pinkish purple,no,rgb,236,205,69,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,3,1,pinkishpurple,pinkish purple,no,rgb,159,96,247,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,3,2,pinkishpurple,pinkish purple,no,rgb,226,175,195,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,3,3,pinkishpurple,pinkish purple,no,rgb,209,8,112,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,3,4,pinkishpurple,pinkish purple,no,rgb,191,148,248,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,3,5,pinkishpurple,pinkish purple,no,rgb,52,45,121,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,3,6,pinkishpurple,pinkish purple,no,rgb,118,219,102,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),3,3,7,pinkishpurple,pinkish purple,no,rgb,43,3,71,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),5,0,0,pinkishbrown,pinkish brown,no,rgb,147,187,180,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),5,0,1,pinkishbrown,pinkish brown,no,rgb,138,240,205,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),5,0,2,pinkishbrown,pinkish brown,no,rgb,102,120,153,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),5,0,3,pinkishbrown,pinkish brown,no,rgb,218,107,98,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),5,0,4,pinkishbrown,pinkish brown,no,rgb,222,131,173,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),5,0,5,pinkishbrown,pinkish brown,no,rgb,118,202,185,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),5,0,6,pinkishbrown,pinkish brown,no,rgb,237,139,151,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),5,0,7,pinkishbrown,pinkish brown,no,rgb,223,77,131,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),5,1,0,neongreen,neon green,no,rgb,147,187,180,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),5,1,1,neongreen,neon green,no,rgb,138,240,205,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),5,1,2,neongreen,neon green,no,rgb,102,120,153,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),5,1,3,neongreen,neon green,no,rgb,218,107,98,full,2.0.2,en,en,white
e14b51d5-465c-43f0-974e-cdea23a1e615,en,English (English),5,1,4,neongreen,neon green,no,rgb,222,131,173,full,2.0.2,en,en,white
